cert_id,jobid,certification_text,is_mandatory
11319,25936,Confined Spaces,0
11320,25936,Optus Level 1 accreditation,0
11321,25949,TOGAF certification,0
11322,25951,Avaloq certifications,0
11323,25952,SPC,0
11324,25952,SAFe Program Consultant,0
11325,25952,SAFe Practice Consultant,0
11326,25959,ISACA (CISA/CISM/CRISC),0
11327,25959,ISC2 (CISSP/CCSP/SSCP),0
11328,25959,PMP,0
11329,25970,SAFe,0
11330,25970,Agile,0
11331,25970,Scrum,0
11332,25970,Azure,0
11333,25970,AWS,0
11334,25970,GCP,0
11335,25971,CDCP,0
11336,25971,ITIL,0
11337,25971,Cisco (CCNA/CCNP/CCIE),0
11338,25976,JLPT N1 to N3,1
11339,25984,Professional Engineering registration (e.g. IPENZ),0
11340,25984,PMP,0
11341,25987,CBAP,0
11342,25987,PMI,0
11343,25991,CPA,0
11344,26001,AWS,1
11345,26001,AWS,1
11346,26005,Basic cloud certification,0
11347,26007,Cisco (CCNA/CCNP/CCIE),0
11348,26007,Cisco (CCNA/CCNP/CCIE),0
11349,26010,Fortinet,1
11350,26010,Zscaler,1
11351,26010,Cisco (CCNA/CCNP/CCIE),1
11352,26010,Palo Alto,1
11353,26026,ISTQB,1
11354,26032,Microsoft (except Azure),0
11355,26032,Cisco (CCNA/CCNP/CCIE),0
11356,26041,ITIL,0
11358,26041,VMware,0
11359,26041,AWS,0
11360,26041,Project Management,0
11361,26046,Certified in Filipino Sign Language interpretation,1
11362,26049,MTCNA,0
11363,26051,AWS,0
11364,26051,AWS,0
11365,26051,Azure,0
11366,26051,Google Cloud Professional Cloud Architect,0
11367,26053,CompTIA (A+/Network+/Linux+/Security+),0
11368,26053,Microsoft (except Azure),0
11369,26069,ITIL,0
11370,26069,PMP,0
11371,26073,ITIL,1
11372,26095,Licence to Operate a Boom-Type Elevating Work Platform (Boom Length 11 Metres or More),1
11373,26099,ITIL,1
11374,26104,ITIL,1
11375,26112,Microsoft (except Azure),1
11376,26112,Cisco (CCNA/CCNP/CCIE),1
11377,26148,Cisco (CCNA/CCNP/CCIE),0
11378,26148,Cisco (CCNA/CCNP/CCIE),0
11379,26151,NV1 Security clearance,1
11380,26154,AGSVA Security Clearance,1
11381,26154,Cisco (CCNA/CCNP/CCIE),0
11382,26155,PMP,0
11383,26155,PMI,0
11384,26155,Agile,0
11385,26160,Cisco (CCNA/CCNP/CCIE),1
11386,26163,Scrum Master certification,1
11387,26164,Certified Information Privacy Manager (CIPM),0
11388,26164,Certified Information Privacy Professional (CIPP),0
11389,26168,ServiceNow System Administrator,1
11390,26168,ITOM,0
11391,26168,service mapping and discovery,0
11392,26168,SPM,0
11393,26168,Service Portal,0
11394,26174,Certificate Holder of Operation of Gantry Crane and Forklift Truck,1
11395,26174,Holder of Registered Electrical Workers grade ‘A’ and Pleasure Vessel Grade 2 Certificate,0
11396,26182,ISC2 (CISSP/CCSP/SSCP),0
11397,26182,ISACA (CISA/CISM/CRISC),0
11398,26182,CompTIA (A+/Network+/Linux+/Security+),0
11399,26183,Project management qualification,0
11400,26183,Agile certification,0
11401,26188,Salesforce,1
11402,26188,Salesforce,1
11403,26188,Salesforce,1
11404,26190,Cisco (CCNA/CCNP/CCIE),0
11405,26190,Cisco (CCNA/CCNP/CCIE),0
11406,26213,Microsoft (except Azure),0
11407,26213,Cisco (CCNA/CCNP/CCIE),0
11408,26223,Scrum Certified,1
11409,26223,SAFe Certified,1
11410,26228,Microsoft (except Azure),1
11411,26228,Microsoft (except Azure),1
11412,26236,Certified OutSystems professional,1
11413,26239,Certified Developer Level 1 - Mule4,1
11414,26241,Azure,0
11415,26241,Azure,0
11416,26242,PMP,1
11417,26242,PRINCE2,1
11418,26244,VCP,0
11419,26244,Microsoft (except Azure),0
11420,26244,Cisco (CCNA/CCNP/CCIE),0
11421,26244,ITIL,0
11422,26253,Cisco (CCNA/CCNP/CCIE),0
11423,26253,Aruba,0
11424,26253,Fortigat,0
11425,26253,CompTIA (A+/Network+/Linux+/Security+),0
11426,26261,ISC2 (CISSP/CCSP/SSCP),0
11427,26261,ISACA (CISA/CISM/CRISC),0
11428,26261,Certified Ethical Hacker (CEH),0
11429,26261,OffSec (OSCP),0
11430,26267,AWS,0
11431,26273,Microsoft (except Azure),0
11432,26274,AWS,0
11433,26275,PMP,0
11434,26275,ITIL,0
11435,26278,Cisco (CCNA/CCNP/CCIE),1
11436,26278,DEVNET,1
11437,26278,JNCP,1
11438,26279,Certification in Program or Project Management,0
11439,26288,TOGAF9,0
11440,26290,Mitel certified,1
11441,26291,Certification in Agile Scrum methodology,1
11442,26291,Certification in Business Analysis,1
11443,26291,Certification in Change Management,1
11444,26294,TOGAF,0
11445,26294,Zachman,0
11446,26294,DODAF,0
11447,26294,Sales Cloud Consultant,0
11448,26294,Service Cloud Consultant,0
11449,26294,Platform developer 1,0
11450,26298,S/4 HANA certification,0
11451,26302,AWS,0
11452,26302,Azure,0
11453,26304,CompTIA (A+/Network+/Linux+/Security+),0
11454,26304,CompTIA (A+/Network+/Linux+/Security+),0
11455,26304,Microsoft (except Azure),0
11456,26306,ATT II,1
11457,26308,Microsoft (except Azure),0
11458,26308,Microsoft (except Azure),0
11460,26310,ITIL,0
11461,26320,ITIL,0
11462,26321,Cisco (CCNA/CCNP/CCIE),0
11463,26321,VCP,0
11464,26321,Netaap,0
11466,26321,Microsoft (except Azure),0
11467,26322,Oracle Certified Professional (OCP),0
11468,26323,CompTIA (A+/Network+/Linux+/Security+),1
11469,26323,CompTIA (A+/Network+/Linux+/Security+),0
11470,26325,AWS,1
11471,26327,URN Licensed,1
11472,26332,AWS,0
11473,26332,Azure,0
11474,26337,Certified Scrum Master,1
11475,26337,Agile Methodologies,1
11476,26350,CompTIA (A+/Network+/Linux+/Security+),0
11477,26350,Microsoft (except Azure),0
11478,26352,CBAP,0
11479,26352,Six Sigma,0
11480,26352,OCEB 2,0
11481,26352,CSM,0
11482,26361,MCP,0
11483,26361,ITIL,0
11484,26371,Microsoft (except Azure),0
11485,26371,Cisco (CCNA/CCNP/CCIE),0
11486,26371,ITIL,0
11487,26374,AWS,1
11488,26374,Cisco (CCNA/CCNP/CCIE),1
11489,26374,NSE4,1
11490,26380,Microsoft (except Azure),0
11491,26381,Cisco (CCNA/CCNP/CCIE),1
11492,26381,Cisco (CCNA/CCNP/CCIE),0
11493,26386,MCITP,0
11494,26386,MCTS,0
11495,26386,Microsoft (except Azure),0
11496,26386,Microsoft (except Azure),0
11497,26386,VMware,0
11498,26386,HP ATP,0
11499,26386,AIS,0
11500,26386,ASE,0
11501,26386,MASE,0
11502,26386,ITIL,0
11503,26404,ITIL,0
11504,26404,Rapid response or ERP relevant module training and certification,0
11505,26405,Salesforce,1
11506,26405,Platform Developer II,0
11507,26405,Sales Cloud,0
11508,26410,TOGAF,1
11509,26410,AWS,0
11510,26410,Azure,0
11511,26414,PMBOK,0
11512,26414,PRINCE2,0
11513,26421,ITIL,1
11514,26421,ServiceNow - System Administrator (CSA),1
11515,26421,ServiceNow - Application Developer (CAD),1
11516,26423,Salesforce,1
11517,26423,Salesforce,1
11518,26424,Agile Business Analyst,1
11519,26432,VMware,0
11520,26433,Cisco (CCNA/CCNP/CCIE),1
11521,26433,JNCIP,1
11522,26433,Cisco (CCNA/CCNP/CCIE),1
11523,26433,JNCIE,1
11524,26443,Azure,0
11525,26443,Azure,0
11526,26451,ITIL,0
11527,26455,ISACA (CISA/CISM/CRISC),1
11528,26455,ISC2 (CISSP/CCSP/SSCP),1
11529,26456,PMP,0
11530,26457,ISACA (CISA/CISM/CRISC),1
11531,26457,ISC2 (CISSP/CCSP/SSCP),1
11532,26457,Cloud Security,1
11533,26457,Security Architecture,1
11534,26465,ISTQB,1
11535,26467,PMP,0
11536,26467,PRINCE2,0
11537,26467,ITIL,0
11538,26467,Six Sigma,0
11540,26470,Cisco (CCNA/CCNP/CCIE),1
11541,26476,AWS,0
11542,26476,Agile-related certification,0
11543,26477,Advanced certifications in data engineering,0
11544,26477,AWS,0
11545,26484,Azure,1
11546,26485,Scrum Master,1
11547,26492,AWS,1
11548,26492,AWS,1
11549,26492,Azure,1
11550,26492,Cisco (CCNA/CCNP/CCIE),1
11551,26492,Cisco (CCNA/CCNP/CCIE),1
11552,26502,Hubspot CRM and HubL Programming Certification,0
11553,26507,Microsoft (except Azure),0
11554,26510,Cisco (CCNA/CCNP/CCIE),1
11555,26510,Cisco (CCNA/CCNP/CCIE),1
11556,26523,PMP,0
11557,26523,Certified ScrumMaster (CSM),0
11558,26523,ITIL,0
11559,26523,ISC2 (CISSP/CCSP/SSCP),0
11560,26523,Six Sigma,0
11561,26523,Certified Information Technology Professional (CITP),0
11562,26523,AWS,0
11563,26523,Azure,0
11564,26523,Certified Manager (CM),0
11565,26523,Chartered Management Institute (CMI),0
11566,26529,Salesforce,1
11567,26529,SAP,1
11568,26529,Salesforce,0
11569,26529,Salesforce,0
11570,26531,SAP,0
11571,26532,Professional certification in cyber or network security related disciplines,0
11572,26534,Tableau Server Associate,1
11573,26534,Tableau Desktop Specialist,1
11574,26534,Tableau Data Analyst,1
11575,26538,SuccessFactors certified,0
11576,26552,ITIL,0
11577,26557,Hubspot CRM Certification,0
11578,26561,ITIL,1
11579,26571,PMP,0
11580,26575,PSM,1
11581,26575,Lean,1
11582,26575,SAFe,1
11583,26577,Scrum Master,0
11584,26583,MS SQL Server,0
11585,26583,IBM,0
11586,26583,Red Hat (RHCSA/RHCE/RHCA),0
11587,26584,Microsoft (except Azure),1
11588,26584,ITIL,1
11589,26595,ISM,1
11590,26595,NIST,1
11591,26595,ISO 27001,1
11592,26604,VMware,0
11593,26604,VMware,0
11594,26610,Cisco (CCNA/CCNP/CCIE),1
11595,26610,MTCNA,1
11596,26610,JNCIA,1
11597,26611,Salesforce,0
11598,26611,Salesforce,0
11599,26611,Salesforce,0
11600,26611,JavaScript Developer I,0
11601,26614,Nitec,0
11602,26614,Higher Nitec,0
11603,26614,Diploma,0
11604,26619,Microsoft (except Azure),0
11605,26624,Azure,1
11606,26624,MS-100,1
11607,26624,ITIL,0
11608,26624,ITSM,0
11609,26624,MS-500,0
11610,26624,Azure,0
11611,26628,AWS,1
11612,26628,Azure,1
11613,26628,Google Cloud Professional Architect,1
11614,26685,MCIPS,0
11615,26685,MISM,0
11617,26701,IBM,0
11618,26703,SAP,0
11619,26703,PMP,0
11620,26706,Cisco (CCNA/CCNP/CCIE),1
11621,26724,PMP,0
11622,26724,ITIL,0
11623,26731,Sertifikat Tester,0
11624,26737,SAP,0
11625,26737,PMP,0
11626,26740,CIA,0
11627,26740,ISACA (CISA/CISM/CRISC),0
11628,26740,CPIAT,0
11629,26754,Salesforce,1
11630,26761,Certification in Java/J2EE,1
11631,26761,Certification in Business Process Management (BPM) or workflow systems,1
11632,26762,Red Hat (RHCSA/RHCE/RHCA),0
11633,26762,AWS,0
11634,26762,CKA,0
11635,26763,Cisco (CCNA/CCNP/CCIE),0
11636,26767,Endpoint Administrator,1
11637,26772,AWS,0
11638,26772,Azure,0
11639,26772,AWS,0
11640,26778,PMP,0
11641,26779,Business Intelligence,0
11642,26779,Data Analytics,0
11643,26779,Project Management,0
11644,26779,Machine Learning,0
11645,26784,Process Improvement methodology,0
11646,26785,SAP,1
11647,26789,ServiceNow developer certification (CAD),0
11648,26791,Kubernetes (CKA),0
11649,26791,Docker,0
11650,26791,Jenkins,0
11651,26791,Oracle Database,0
11652,26801,PMP,0
11653,26801,PMI,0
11654,26801,Agile,0
11655,26802,ICT Service Management,1
11656,26802,ITIL,0
11657,26815,Microsoft (except Azure),0
11658,26820,Spring Certification,0
11659,26820,Java Certification,0
11660,26823,PMP,1
11661,26823,PMI,1
11662,26823,Agile cert,1
11663,26829,HCSA,1
11664,26830,SAP,1
11665,26841,Managing Successful Programmes,1
11666,26841,"Portfolio, Program and/or Project management qualifications",0
11667,26844,AGSVA NV1,1
11668,26846,Cisco (CCNA/CCNP/CCIE),0
11669,26857,ICT security,0
11670,26857,assurance and architectural domains,0
11671,26860,Microsoft (except Azure),1
11672,26861,Cisco (CCNA/CCNP/CCIE),0
11673,26863,Industry-recognized certifications in intelligence or cybersecurity,0
11674,26866,ISC2 (CISSP/CCSP/SSCP),0
11675,26866,ISACA (CISA/CISM/CRISC),0
11676,26866,ISACA (CISA/CISM/CRISC),0
11677,26866,Certified Ethical Hacker (CEH),0
11678,26873,MAS8 Deployment Professional Certification,1
11679,26877,ISC2 (CISSP/CCSP/SSCP),0
11680,26877,ISACA (CISA/CISM/CRISC),0
11681,26877,ISACA (CISA/CISM/CRISC),0
11682,26877,Certified Ethical Hacker (CEH),0
11683,26878,ISACA (CISA/CISM/CRISC),0
11684,26878,ISACA (CISA/CISM/CRISC),0
11685,26878,ISO 27001,0
11686,26878,Certified Ethical Hacker (CEH),0
11687,26885,ISC2 (CISSP/CCSP/SSCP),1
11688,26885,ISACA (CISA/CISM/CRISC),1
11689,26885,ISACA (CISA/CISM/CRISC),1
11690,26885,Certified Ethical Hacker (CEH),1
11691,26888,Huawei HCIE,1
11692,26889,IT Certifications,0
11693,26894,Cisco (CCNA/CCNP/CCIE),0
11694,26904,Cisco (CCNA/CCNP/CCIE),0
11695,26904,Cisco (CCNA/CCNP/CCIE),0
11696,26907,CompTIA (A+/Network+/Linux+/Security+),0
11697,26907,Microsoft (except Azure),0
11698,26932,ITIL,1
11699,26934,ISC2 (CISSP/CCSP/SSCP),0
11700,26934,ISACA (CISA/CISM/CRISC),0
11701,26935,CompTIA (A+/Network+/Linux+/Security+),0
11702,26938,ISC2 (CISSP/CCSP/SSCP),0
11703,26938,ISACA (CISA/CISM/CRISC),0
11704,26938,Certified Ethical Hacker (CEH),0
11705,26941,Certificate of Registration of Electrical Worker (Grade:A/B),1
11706,26947,Certified Public Accountant,1
11707,26951,Cisco (CCNA/CCNP/CCIE),1
11708,26952,ISACA (CISA/CISM/CRISC),0
11709,26952,ISC2 (CISSP/CCSP/SSCP),0
11710,26955,Cisco (CCNA/CCNP/CCIE),1
11711,26955,Cisco (CCNA/CCNP/CCIE),1
11712,26960,ISC2 (CISSP/CCSP/SSCP),0
11713,26960,Cisco (CCNA/CCNP/CCIE),0
11714,26964,ISACA (CISA/CISM/CRISC),0
11715,26964,ISC2 (CISSP/CCSP/SSCP),0
11716,26964,CIA,0
11717,26964,CPA,0
11718,26964,CCSK,0
11720,26967,Azure,1
11721,26967,Hashicorp Certified Terraform Associate,1
11722,26968,Cisco (CCNA/CCNP/CCIE),1
11723,26976,APICS CPIM,0
11724,26976,PMP,0
11725,26981,Cisco (CCNA/CCNP/CCIE),0
11726,26981,Huawei HCIE Level,0
11727,26984,Oracle associate level certification,1
11728,26984,MySQL certification,0
11729,26989,Azure,0
11730,26989,MS-500,0
11731,26990,Splunk Power User Certification,1
11732,26998,IBM,0
11733,26998,Exabeam,0
11734,26998,Securonix,0
11735,27007,ITIL,0
11736,27007,AWS,0
11737,27007,AWS,0
11738,27007,Red Hat (RHCSA/RHCE/RHCA),0
11739,27007,Red Hat (RHCSA/RHCE/RHCA),0
11740,27008,EDB Postgres associate level certification,0
11741,27012,IBM,0
11742,27012,NetApp,0
11743,27012,Nutanix,0
11744,27012,Dell,0
11746,27012,VMware,0
11747,27012,Backup,0
11748,27012,Cloud Technologies,0
11749,27021,Oracle,1
11750,27025,PRINCE2,1
11751,27025,PMBOK,1
11752,27025,Agile,1
11753,27027,Automation-related certifications,0
11754,27028,OffSec (OSCP),1
11755,27032,Microsoft (except Azure),1
11756,27032,Microsoft (except Azure),1
11757,27034,ISC2 (CISSP/CCSP/SSCP),0
11758,27034,ISACA (CISA/CISM/CRISC),0
11759,27034,Azure,0
11760,27036,TOGAF,1
11761,27036,CGEIT,1
11762,27042,Industry-recognized certifications in intelligence or cybersecurity,0
11763,27045,CIPP/E,0
11764,27045,CIPM,0
11765,27046,ISACA (CISA/CISM/CRISC),1
11766,27046,ISC2 (CISSP/CCSP/SSCP),1
11767,27052,ITIL,1
11769,27052,VMware,1
11770,27052,Cloud,1
11771,27056,Professional level certification on SQL server or Sybase,0
11772,27059,Cisco (CCNA/CCNP/CCIE),1
11773,27059,AWS,0
11774,27059,Azure,0
11775,27059,ITIL,0
11776,27059,Cybersecurity,0
11777,27069,ITIL,0
11778,27069,ITIL,0
11779,27069,Citrix certifications,0
11780,27079,ISACA (CISA/CISM/CRISC),1
11781,27079,ISACA (CISA/CISM/CRISC),1
11782,27079,ISC2 (CISSP/CCSP/SSCP),1
11783,27080,CMMI,0
11784,27083,Certified Protection Specialist (CPP),0
11785,27083,Physical Security Professional (PSP),0
11786,27083,Professional Security Investigator (PSI),0
11787,27083,Industrial Security Professional (ISP),0
11788,27088,Workday,0
11789,27089,Cisco (CCNA/CCNP/CCIE),1
11790,27089,Cisco (CCNA/CCNP/CCIE),1
11791,27094,IIBA,1
11792,27094,BABOK,1
11793,27097,Cisco (CCNA/CCNP/CCIE),0
11794,27097,Cisco (CCNA/CCNP/CCIE),0
11795,27103,ITIL,0
11796,27108,AWS,0
11797,27108,AWS,0
11798,27109,Salesforce,0
11799,27109,FinancialForce/Certinia,0
11800,27118,Salesforce,0
11801,27121,Relevant certifications in cybersecurity and TrendMicro products,0
11802,27125,AGSVA Security Clearance,1
11803,27126,Microsoft (except Azure),1
11804,27129,ISC2 (CISSP/CCSP/SSCP),1
11805,27129,SABSA,1
11806,27130,Zendesk administrator certification,0
11807,27130,Salesforce,0
11808,27131,Azure,1
11809,27131,Scaled Agile,0
11810,27131,Microsoft (except Azure),0
11811,27131,Microsoft (except Azure),0
11812,27131,Microsoft (except Azure),0
11813,27132,Azure,1
11814,27142,TOGAF,1
11815,27150,TOGAF,0
11816,27150,DAMA,0
11817,27152,Cisco (CCNA/CCNP/CCIE),0
11818,27152,Cisco (CCNA/CCNP/CCIE),0
11819,27152,JNCIA,0
11820,27152,JNCIP,0
11821,27153,Certified Scrum Master (CSM),0
11822,27156,Microsoft (except Azure),0
11823,27157,Salesforce,0
11824,27160,ITIL,0
11825,27171,ITIL,1
11826,27172,MuleSoft Certified Integration Architect,0
11827,27172,Dell Boomi Enterprise Architect,0
11828,27172,AWS,0
11829,27172,Azure,0
11830,27174,Licensed for Professional Practice (Associate Industrial Engineer),1
11831,27198,OCP,1
11832,27198,Microsoft (except Azure),1
11833,27198,DBMS Certification of Profession,1
11834,27198,Project Management,0
11835,27198,Information Security,0
11836,27198,ITIL,0
11837,27201,Azure,0
11838,27201,Azure,0
11839,27221,Certified in Change Management,0
11840,27221,Process Mapping,0
11841,27221,Six Sigma,0
11842,27225,CompTIA (A+/Network+/Linux+/Security+),0
11843,27225,Cisco (CCNA/CCNP/CCIE),0
11844,27225,CompTIA (A+/Network+/Linux+/Security+),0
11845,27225,CompTIA (A+/Network+/Linux+/Security+),0
11846,27228,PMP,0
11847,27228,CITPM,0
11848,27228,PRINCE2,0
11849,27229,Cisco (CCNA/CCNP/CCIE),1
11850,27229,Alcatel certification,1
11851,27229,F5 LTM,1
11852,27241,CITPM,0
11853,27241,PMP,0
11854,27241,VCP,0
11855,27241,ITIL,0
11856,27241,Cisco (CCNA/CCNP/CCIE),0
11857,27247,MCTS,0
11858,27247,MCITP,0
11859,27247,Microsoft (except Azure),0
11860,27257,Basic or Intermediate Rigging Ticket,1
11861,27262,Basic or Intermediate Rigging Ticket,1
11862,27265,Azure,1
11863,27265,Azure,1
11864,27265,Power Platform,0
11865,27275,Microsoft (except Azure),1
11866,27278,PMP,1
11867,27278,Agile,1
11868,27278,ITIL,1
11869,27281,Microsoft (except Azure),1
11870,27282,Microsoft (except Azure),1
11871,27312,Oracle Java SE 11 Developer,1
11872,27312,Oracle Java SE 8 Developer,1
11873,27313,CPA,0
11874,27317,Azure,1
11875,27317,Azure,1
11876,27317,Azure,1
11877,27319,ITIL,0
11878,27319,ITIL,0
11880,27323,VMware,0
11881,27323,Azure,0
11882,27329,MCP,0
11883,27329,Microsoft (except Azure),0
11884,27329,Microsoft (except Azure),0
11885,27338,PMP,0
11886,27342,ServiceNow-related certifications,0
11887,27343,Cisco (CCNA/CCNP/CCIE),0
11888,27347,Cisco (CCNA/CCNP/CCIE),0
11889,27347,Juniper JNCIE/JNCIP,0
11890,27349,Power Platform Certification,0
11891,27362,IPM Certified Practice Project Manager (CPPM),1
11892,27364,ISC2 (CISSP/CCSP/SSCP),0
11893,27364,ISACA (CISA/CISM/CRISC),0
11894,27369,NV1 or higher Australian Federal Government Security Clearance,1
11895,27375,Cisco (CCNA/CCNP/CCIE),0
11896,27375,Cisco (CCNA/CCNP/CCIE),0
11897,27379,CRT,1
11898,27379,OffSec (OSCP),1
11899,27379,OSWE,1
11900,27379,OSCE,1
11901,27386,ITIL,0
11902,27386,ITIL,0
11903,27391,Azure,0
11904,27391,Azure,0
11905,27398,Red Hat (RHCSA/RHCE/RHCA),0
11906,27398,LPIC-1,0
11907,27398,CompTIA (A+/Network+/Linux+/Security+),0
11908,27398,Azure,0
11909,27401,Cisco (CCNA/CCNP/CCIE),1
11910,27401,Cisco (CCNA/CCNP/CCIE),0
11911,27401,H3C,0
11912,27401,Arista,0
11913,27401,Juniper,0
11914,27405,Microsoft (except Azure),0
11915,27409,CCSK,0
11916,27409,OffSec (OSCP),0
11917,27409,OSWE,0
11918,27409,Certified Ethical Hacker (CEH),0
11919,27409,ISC2 (CISSP/CCSP/SSCP),0
11920,27409,ISACA (CISA/CISM/CRISC),0
11921,27414,PMP,0
11922,27426,AWS,1
11923,27426,AWS,1
11924,27426,AWS,1
11925,27428,Baseline Clearance,1
11926,27451,ITIL,0
11927,27456,PMP,1
11928,27456,PMI,1
11929,27456,Agile,1
11930,27467,AWS,0
11931,27473,ITIL,1
11932,27473,ISO20K,1
11933,27473,Azure,1
11934,27473,ISC2 (CISSP/CCSP/SSCP),1
11935,27473,ISACA (CISA/CISM/CRISC),1
11936,27473,ISACA (CISA/CISM/CRISC),1
11937,27473,ISACA (CISA/CISM/CRISC),1
11938,27490,ISC2 (CISSP/CCSP/SSCP),1
11939,27490,ISACA (CISA/CISM/CRISC),1
11940,27490,ISACA (CISA/CISM/CRISC),1
11941,27501,CA,1
11942,27501,CPA,1
11943,27503,PRINCE2,0
11944,27503,Agile,0
11945,27514,Cisco (CCNA/CCNP/CCIE),0
11946,27514,Cisco (CCNA/CCNP/CCIE),0
11947,27516,MCITP,0
11948,27516,Microsoft (except Azure),0
11949,27516,Cisco (CCNA/CCNP/CCIE),0
11950,27522,Tableau,0
11951,27522,Power BI,0
11952,27522,AWS,0
11953,27523,ISC2 (CISSP/CCSP/SSCP),1
11954,27523,ISACA (CISA/CISM/CRISC),1
11955,27523,ISACA (CISA/CISM/CRISC),1
11956,27525,NV1 clearance,1
11957,27535,ISTQB,0
11958,27536,HDPCA,0
11959,27536,HDPCD,0
11960,27538,"ICT certifications in Information Technology, Cybersecurity, or a related field",0
11961,27543,IT Architecture certification,0
11962,27554,ISACA (CISA/CISM/CRISC),1
11963,27554,ISC2 (CISSP/CCSP/SSCP),1
11964,27554,ISC2 (CISSP/CCSP/SSCP),1
11965,27554,CAP,1
11966,27557,Cisco (CCNA/CCNP/CCIE),1
11967,27565,Splunk Foundations training (minimum Foundations 2),1
11968,27567,ITIL,0
11969,27569,AWS,0
11970,27569,Azure,0
11971,27579,EDB Postgres professional level certification,0
11972,27581,Splunk Foundations 2,1
11973,27581,Negative Vetting Level 2,1
11974,27582,ITIL,1
11975,27587,ITIL,0
11976,27590,Azure,0
11977,27593,Cisco (CCNA/CCNP/CCIE),0
11978,27593,Cisco (CCNA/CCNP/CCIE),0
11979,27593,CompTIA (A+/Network+/Linux+/Security+),0
11980,27593,CompTIA (A+/Network+/Linux+/Security+),0
11981,27593,Fortinet Network Security Expert (NSE) Certifications,0
11982,27596,PRINCE2,1
11983,27599,ITIL,1
11984,27609,ISACA (CISA/CISM/CRISC),1
11985,27609,ISACA (CISA/CISM/CRISC),1
11986,27609,ISC2 (CISSP/CCSP/SSCP),1
11987,27609,Certified Ethical Hacker (CEH),1
11988,27609,CDPSE,1
11989,27612,Certified Agile Tester (CAT),0
11990,27612,ISTQB,0
11991,27612,CSTE Certification,0
11992,27612,CSQA Certification,0
11993,27616,OmniStudio certifications,0
11994,27616,Certified Application Architect,0
11995,27616,Certified System Architect,0
11996,27616,Certified Technical Architect,0
11997,27623,Cisco (CCNA/CCNP/CCIE),0
11998,27623,Microsoft (except Azure),0
11999,27623,VCP,0
12000,27627,Microsoft (except Azure),1
12001,27643,ITIL,1
12002,27646,PMP,1
12003,27646,PRINCE2,1
12004,27646,Scrum Master,1
12005,27647,Microsoft (except Azure),1
12006,27650,Kubernetes (CKA),0
12007,27650,Docker,0
12008,27650,Jenkins,0
12009,27650,Oracle Database,0
12010,27652,CompTIA (A+/Network+/Linux+/Security+),0
12011,27652,Cisco (CCNA/CCNP/CCIE),0
12012,27652,Palo Alto NSE,0
12013,27653,ITIL,0
12014,27653,PRINCE2,0
12015,27653,PMI,0
12016,27654,ISC2 (CISSP/CCSP/SSCP),0
12017,27654,GSEC,0
12018,27654,CCISO,0
12019,27670,Cisco (CCNA/CCNP/CCIE),1
12020,27671,Splunk professional-level certifications,0
12021,27682,ISC2 (CISSP/CCSP/SSCP),0
12022,27682,Cisco (CCNA/CCNP/CCIE),0
12023,27682,SABSA,0
12024,27685,PMP,1
12025,27685,MSP,1
12026,27685,PgMP,1
12027,27690,Master ServiceNow Architect,0
12028,27700,PMP,0
12029,27700,PRINCE2,0
12030,27707,New Zealand Certificate in Telecommunications (Level 3),1
12031,27718,ITIL,0
12032,27723,ISC2 (CISSP/CCSP/SSCP),1
12033,27723,ISACA (CISA/CISM/CRISC),1
12034,27723,SABSA,1
12035,27750,Legal,0
12036,27750,Risk,0
12037,27750,IAPP,0
12038,27755,AWS,1
12039,27755,Azure,1
12040,27755,ISC2 (CISSP/CCSP/SSCP),1
12041,27756,Fortinet NSE-7,0
12042,27756,Higher Fortinet,0
12043,27769,Azure,0
12044,27769,AWS,0
12045,27769,ISC2 (CISSP/CCSP/SSCP),0
12046,27769,GCIH,0
12047,27769,GCIA,0
12048,27769,GCFA,0
12049,27769,GNFA,0
12050,27769,GREM,0
12051,27778,ISTQB,0
12052,27781,Azure,1
12053,27781,Databrick certificate,1
12054,27781,Power BI Certificate,1
12055,27781,SAP,1
12056,27781,SAP,1
12057,27784,Microsoft (except Azure),0
12058,27788,CompTIA (A+/Network+/Linux+/Security+),0
12060,27792,Certified Software Testing Professional,0
12061,27792,Certified Software Quality Analyst,0
12062,27792,Salesforce,0
12063,27792,Salesforce,0
12064,27792,Salesforce,0
12065,27792,Salesforce,0
12066,27793,Open Cabling Registration with Structured/Coaxial Cable and Optical Fibre endorsements,0
12067,27799,PRINCE2,1
12068,27799,PMI,1
12069,27799,"Scrum Master (RSM, CSM, A-CSM, CSP-SM)",1
12070,27803,AWS,0
12071,27803,AWS,0
12072,27803,AWS,0
12073,27806,PMP,0
12074,27806,Agile,0
12075,27810,CSPO,0
12076,27810,PSPO,0
12077,27812,Certified Scrum Master (CSM),1
12078,27815,Cisco (CCNA/CCNP/CCIE),0
12079,27816,Red Hat (RHCSA/RHCE/RHCA),1
12080,27821,CITPM,0
12081,27821,COMIT,0
12082,27821,PMP,0
12083,27821,Certified Scrum Master,0
12084,27828,ISO 27001,0
12085,27832,Project Management certification,0
12086,27841,IIBA certifications,0
12087,27845,Membership / Associateship of the Institute and Faculty of Actuaries / Society of Actuaries,1
12088,27846,ISACA (CISA/CISM/CRISC),0
12089,27846,ISACA (CISA/CISM/CRISC),0
12090,27846,ISC2 (CISSP/CCSP/SSCP),0
12091,27850,ISACA (CISA/CISM/CRISC),0
12092,27850,ISACA (CISA/CISM/CRISC),0
